2445646,306466	1.0,2
2480084,1488957	1.0,2
2480084,1567328	1.0,2
2502462,1174530	1.0,2
2502462,2445646	1.0,2
2503129,263315	1.0,2
2503129,1922825	1.0,2
2503129,608309	1.0,2
2503129,672200	1.0,2
2515522,557167	1.0,2
2542972,1005101	1.0,2
2542972,1508073	1.0,2
2542972,844736	1.0,2
2608615,1306845	1.0,2
2615678,753886	1.0,2
2615678,2196868	1.0,2
263315,672200	1.0,2
2641857,1663216	1.0,2
2648502,76196	1.0,2
2648502,14690	1.0,2
2648502,1648646	1.0,2
306466,1794216	0.5,3
306466,1116671	0.5,3
306466,1945809	0.5222329678670935,4
306466,765331	0.8660254037844388,3
306466,765331	0.8783100656536799,4
306466,1567328	1.0,2
306466,1172232	1.0,2
306466,1174530	1.0,2
306466,1468812	1.0,2
306466,2196868	1.0,2
306466,66568	1.0,2
306466,697038	1.0,2
306466,848443	1.0,2
30878,1331154	1.0,2
327122,1907667	0.5,3
327122,1907667	1.0,2
382281,2290519	1.0,2
41412,1468812	1.0,2
416556,206809	1.0,2
416556,2434480	1.0,2
416556,2455524	1.0,2
47411,1518964	1.0,2
47411,12451	1.0,2
47411,2625420	1.0,2
525356,1133214	1.0,2
525356,1181550	1.0,2
582662,587812	1.0,2
608309,672200	1.0,2
66358,1744889	1.0,2
66358,785314	1.0,2
679929,1907667	1.0,2
697038,41412	1.0,2
697038,1468812	1.0,2
697038,1663216	1.0,2
697038,2400678	1.0,2
69867,697038	1.0,2
69867,2480084	1.0,2
69867,2196868	1.0,2
69867,1468812	1.0,2
69867,1945809	1.0,2
69867,1567328	1.0,2
705603,200255	1.0,2
712664,1331887	0.7205766921228922,3
712664,1172232	1.0,2
712664,1543292	1.0,2
712664,1945809	1.0,2
712664,2370740	1.0,2
712664,247794	1.0,2
712664,306466	1.0,2
712664,765331	1.0,2
712664,1331887	1.0,2
716091,1242432	1.0,2
716091,1109700	1.0,2
716091,1744889	1.0,2
76196,14690	1.0,2
76196,1343332	1.0,2
76196,1755092	1.0,2
76196,1907667	1.0,2
76196,1951144	1.0,2
76196,1984086	1.0,2
76196,2043617	1.0,2
76196,2535052	1.0,2
76196,838130	1.0,2
765331,1116671	0.1889822365046136,3
765331,1794216	0.1889822365046136,3
765331,2480084	0.3273268353539886,3
765331,1945809	0.7559289460184544,3
765331,1945809	0.8664002254439634,4
765331,2196868	0.944911182523068,3
765331,1778432	1.0,2
765331,1109700	1.0,2
765331,1172232	1.0,2
765331,1174530	1.0,2
765331,132390	1.0,2
765331,1331887	1.0,2
765331,1468812	1.0,2
765331,1468812	1.0,3
765331,1567328	1.0,2
765331,2480084	1.0,2
765331,2615678	1.0,2
765331,41412	1.0,2
765331,697038	1.0,2
765331,69867	1.0,2
765331,779760	1.0,2
765331,844736	1.0,2
765331,848443	1.0,2
767816,2236005	1.0,2
767958,2625420	0.4999999999999999,3
767958,2625420	1.0,2
779760,1227848	1.0,2
779760,1468812	1.0,2
785314,1987434	1.0,2
838130,1907667	1.0,2
844736,273292	1.0,2
886716,1468812	1.0,2
947134,2455524	1.0,2
947134,1858921	1.0,2
947134,206809	1.0,2
947134,2434480	1.0,2
947134,416556	1.0,2
951709,1276913	1.0,2
951709,1331887	1.0,2
951709,1567328	1.0,2
951709,1945809	1.0,2
998229,1468812	0.4999999999999999,3
998229,1116671	1.0,2
998229,1402412	1.0,2
998229,1468812	1.0,2
998229,1663216	1.0,2
998229,2422606	1.0,2
