2568270,25,5
2625420,25,2
1744006,25,4
1694477,25,4
859350,25,3
306466,46,4
2480084,46,4
449288,46,2
1567328,46,3
1945809,46,3
1116671,46,3
869719,46,3
276813,46,3
1794216,46,3
1468812,46,5
1822148,46,3
41412,46,5
2400678,46,4
1697399,46,3
613501,46,3
1734805,18,4
205706,18,4
712664,18,4
1907667,18,4
69867,18,3
306466,18,4
1331154,18,3
765331,18,3
2407624,18,4
2095891,18,3
2289614,18,4
1618902,18,5
2445646,18,4
785314,18,1
1224344,18,2
1567328,27,4
2091010,27,4
2537219,27,4
2625420,27,2
955896,27,5
735894,27,4
985334,27,5
354278,27,4
1843617,27,3
2432108,27,5
931182,27,4
2084787,27,3
385639,27,3
115218,27,5
654043,27,3
1109700,12,4
1056998,12,5
903692,12,3
2380973,12,4
497196,12,3
74144,12,3
2075969,12,5
2535052,12,3
76196,12,1
2648502,12,5
424286,12,3
1951144,12,2
269983,12,2
1977959,12,2
1477730,12,3
950515,40,4
2503691,40,3
263315,40,3
1419837,40,2
172622,40,3
2551418,40,3
217004,40,4
79017,40,3
1502043,40,3
1310455,40,4
624334,40,3
272881,40,2
415676,40,2
1669707,40,4
1910699,40,3
887273,19,3
1294425,19,5
693789,19,4
1938950,19,2
193052,19,4
2052745,19,5
65147,19,4
179398,19,3
2576696,19,1
2568401,19,4
1984086,19,4
1090465,19,3
1205526,19,5
322178,19,1
45333,19,4
1744889,24,4
543981,24,3
2360117,24,3
1907667,24,3
247794,24,3
461110,24,3
705603,24,4
409415,24,3
489613,24,3
305197,24,3
295983,24,3
440723,24,3
567279,24,2
896780,24,3
2127722,24,1
1488844,1,3
822109,1,5
885013,1,4
30878,1,4
823519,1,3
893988,1,3
124105,1,4
1248029,1,3
1842128,1,4
2238063,1,3
1503895,1,4
2207774,1,5
2590061,1,3
2442,1,3
543865,1,4
951709,7,2
585247,7,1
2625420,7,2
2322468,7,3
2056324,7,2
1969230,7,4
90021,7,2
2082629,7,4
1876156,7,1
1359575,7,2
1146420,7,1
2439493,7,1
1387662,7,1
2419914,7,3
2496985,7,3
2059652,2,4
1666394,2,3
1759415,2,4
1959936,2,5
998862,2,4
2625420,2,2
573975,2,3
392722,2,4
1401650,2,4
988104,2,3
977632,2,4
2557870,2,4
1793899,2,5
1340535,2,5
1888322,2,5
2031561,6,1
1176140,6,1
2336133,6,2
1521836,6,1
117277,6,3
326587,6,3
1961542,6,3
1041552,6,3
1678346,6,3
643182,6,2
2182301,6,5
2502669,6,2
2211030,6,4
603277,6,3
214166,6,2
1329923,9,2
2472537,9,2
403531,9,5
635607,9,1
1520914,9,3
1808930,9,1
525356,9,1
570414,9,1
1001129,9,2
1441263,9,3
257294,9,1
235789,9,4
2098474,9,2
851702,9,3
1448475,9,2
1745265,5,5
885013,5,5
1997470,5,5
30878,5,1
840543,5,4
2477414,5,5
1409354,5,3
589967,5,4
264160,5,5
2084362,5,4
1881496,5,3
240705,5,5
1650301,5,2
1815614,5,1
1454357,5,4
824097,8,2
2630686,8,5
644003,8,3
785314,8,1
243963,8,3
229220,8,4
1447783,8,4
2580478,8,4
2599087,8,3
2352464,8,5
1912665,8,1
588844,8,5
816064,8,5
1744889,8,1
1216014,8,1
1065039,4,3
1544320,4,1
410199,4,5
732556,4,3
1201419,4,1
668811,4,1
303948,4,2
2418760,4,4
848193,4,4
950078,4,5
1519860,4,3
1695221,4,5
757837,4,3
863898,4,1
1893150,4,5
1025579,3,4
712664,3,5
1331154,3,4
2632461,3,3
44937,3,5
656399,3,4
439011,3,1
1436762,3,3
1644750,3,3
2031561,3,4
616720,3,4
2467008,3,4
975874,3,5
701730,3,2
1614320,3,4
1436762,42,3
1608985,42,2
2298339,42,2
931782,42,2
1986819,42,1
1888170,42,1
1761255,42,2
1985755,42,5
2443756,42,3
2268573,42,1
1553054,42,4
2604824,42,2
1338852,42,1
1559022,42,4
1001129,42,2
844736,38,5
2429465,38,1
1420990,38,2
2367490,38,3
1678346,38,3
1038795,38,2
2309150,38,1
2625420,38,4
1508073,38,5
2168171,38,2
1192830,38,2
1821073,38,2
606684,38,1
2459804,38,1
2579794,38,2
1732628,49,5
1053359,49,4
1657359,49,4
2609870,49,1
2640864,49,4
252468,49,4
2173816,49,3
688700,49,4
1819123,49,5
1147281,49,3
782444,49,1
1167579,49,5
1304402,49,3
2447529,49,5
1623353,49,3
1512138,23,5
989704,23,1
1129423,23,3
2625420,23,2
2343417,23,5
1000457,23,5
1206421,23,4
2030896,23,4
759345,23,4
449337,23,3
1736960,23,5
1497056,23,4
1740618,23,3
2073853,23,3
1641247,23,4
844736,39,3
273292,39,2
2387785,39,3
1323065,39,1
1485922,39,3
1005101,39,3
2309150,39,3
1873366,39,2
2041953,39,2
1678346,39,2
2378560,39,2
2168171,39,3
1508073,39,1
471569,39,3
2477173,39,3
